para_id,program_id,name,section,start_line,end_line,complexity_score,has_perform,has_goto,has_call,has_stop_run,is_entry_point,is_terminal,is_dead_code,pseudocode_preview
TSTGEN00::1100-OPEN-FILES,TSTGEN00,1100-OPEN-FILES,,120,148,4,False,False,False,False,False,False,False,-- Paragraph 1100-OPEN-FILES: Open files and resources IF WS-CFG-STATUS NOT = '00' THEN CALL 9999-error-handler IF WS-PORT-STATUS NOT = '00' THEN CALL 9999-error-handler IF WS-TRAN-STATUS NOT = '00' THEN CALL 9999-error-handler IF WS-RAND-STATUS NOT = '00' THEN CALL 9999-error-handler
TSTGEN00::1200-INIT-RANDOM,TSTGEN00,1200-INIT-RANDOM,,149,152,1,False,False,False,False,False,False,False,-- Paragraph 1200-INIT-RANDOM: Initialisation and setup READ next record from random-seed SET ws-random-seed. = seed-record
TSTGEN00::1300-INIT-COUNTERS,TSTGEN00,1300-INIT-COUNTERS,,153,155,0,False,False,False,False,False,False,False,-- Paragraph 1300-INIT-COUNTERS: Initialisation and setup -- [paragraph logic]
TSTGEN00::2000-PROCESS,TSTGEN00,2000-PROCESS,,156,163,3,False,False,False,False,False,False,False,-- Paragraph 2000-PROCESS: Main processing logic CALL until READ next record from test-config CALL 2100-generate-test-data
TSTGEN00::2100-GENERATE-TEST-DATA,TSTGEN00,2100-GENERATE-TEST-DATA,,166,181,9,False,False,False,False,False,False,False,-- Paragraph 2100-GENERATE-TEST-DATA: Core business logic EVALUATE (CFG-TEST-TYPE) CALL 2200-gen-portfolio CALL 2300-gen-transaction CALL 2400-gen-error-data CALL 2500-gen-volume-data CALL 9999-error-handler
TSTGEN00::2200-GEN-PORTFOLIO,TSTGEN00,2200-GEN-PORTFOLIO,,182,186,2,False,False,False,False,False,False,False,-- Paragraph 2200-GEN-PORTFOLIO: Core business logic CALL varying CALL 2210-gen-port-data CALL 2220-write-port-record
TSTGEN00::2300-GEN-TRANSACTION,TSTGEN00,2300-GEN-TRANSACTION,,189,193,2,False,False,False,False,False,False,False,-- Paragraph 2300-GEN-TRANSACTION: Core business logic CALL varying CALL 2310-gen-tran-data CALL 2320-write-tran-record
TSTGEN00::2400-GEN-ERROR-DATA,TSTGEN00,2400-GEN-ERROR-DATA,,196,199,0,False,False,False,False,False,False,False,-- Paragraph 2400-GEN-ERROR-DATA: Error handling CALL 2410-gen-data-errors CALL 2420-gen-process-errors
TSTGEN00::2500-GEN-VOLUME-DATA,TSTGEN00,2500-GEN-VOLUME-DATA,,200,203,0,False,False,False,False,False,False,False,-- Paragraph 2500-GEN-VOLUME-DATA: Core business logic CALL 2510-gen-large-portfolio CALL 2520-gen-large-transaction
TSTGEN00::3000-CLEANUP,TSTGEN00,3000-CLEANUP,,204,207,0,False,False,False,False,False,False,False,-- Paragraph 3000-CLEANUP: Core business logic CLOSE test-config
TSTGEN00::9999-ERROR-HANDLER,TSTGEN00,9999-ERROR-HANDLER,,210,216,1,False,False,False,False,False,True,False,-- Paragraph 9999-ERROR-HANDLER: Error handling INCREMENT ws-error-count BY 1 IF WS-ERROR-COUNT > 100 THEN SET return-code = 12 RETURN to caller
TSTGEN00::END-PERFORM,TSTGEN00,END-PERFORM,,194,195,0,False,False,False,False,False,False,True,-- Paragraph END-PERFORM: Core business logic -- [paragraph logic]
TSTGEN00::RANDOM-SEED,TSTGEN00,RANDOM-SEED,,208,209,0,False,False,False,False,False,False,True,-- Paragraph RANDOM-SEED: Core business logic -- [paragraph logic]
TSTVAL00::0000-MAIN,TSTVAL00,0000-MAIN,,128,133,0,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic CALL 1000-initialize CALL 2000-process CALL 3000-cleanup
TSTVAL00::1000-INITIALIZE,TSTVAL00,1000-INITIALIZE,,134,138,1,False,False,False,False,False,False,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup CALL 1100-open-files CALL 1200-write-headers CALL 1300-init-metrics
TSTVAL00::1100-OPEN-FILES,TSTVAL00,1100-OPEN-FILES,,139,167,4,False,False,False,False,False,False,False,-- Paragraph 1100-OPEN-FILES: Open files and resources IF WS-TEST-STATUS NOT = '00' THEN CALL 9999-error-handler IF WS-EXP-STATUS NOT = '00' THEN CALL 9999-error-handler IF WS-ACT-STATUS NOT = '00' THEN CALL 9999-error-handler IF WS-RPT-STATUS NOT = '00' THEN CALL 9999-error-handler
TSTVAL00::1200-WRITE-HEADERS,TSTVAL00,1200-WRITE-HEADERS,,168,171,3,False,False,False,False,False,False,False,-- Paragraph 1200-WRITE-HEADERS: Write output records WRITE report-record to output WRITE report-record to output
TSTVAL00::1300-INIT-METRICS,TSTVAL00,1300-INIT-METRICS,,172,175,0,False,False,False,False,False,False,False,-- Paragraph 1300-INIT-METRICS: Initialisation and setup -- [paragraph logic]
TSTVAL00::2000-PROCESS,TSTVAL00,2000-PROCESS,,176,186,4,False,False,False,False,False,False,False,-- Paragraph 2000-PROCESS: Main processing logic CALL until READ next record from test-cases CALL 2100-execute-test CALL 2900-write-summary
TSTVAL00::2100-EXECUTE-TEST,TSTVAL00,2100-EXECUTE-TEST,,187,205,10,False,False,False,False,False,False,False,-- Paragraph 2100-EXECUTE-TEST: Core business logic EVALUATE (TEST-TYPE) CALL 2200-run-functional-test CALL 2300-run-integration-test CALL 2400-run-performance-test CALL 2500-run-error-test CALL 9999-error-handler CALL 2600-validate-results CALL 2700-update-metrics CALL 2800-write-test-detail
TSTVAL00::2900-WRITE-SUMMARY,TSTVAL00,2900-WRITE-SUMMARY,,206,215,2,False,False,False,False,False,False,False,-- Paragraph 2900-WRITE-SUMMARY: Write output records COMPUTE WS-ELAPSED-TIME = WS-END-TIME - WS-START-TIME SET ws-total-out = ws-total-tests SET ws-passed-out = ws-tests-passed SET ws-failed-out = ws-tests-failed COMPUTE WS-SUCCESS-RATE = WRITE report-record to output
TSTVAL00::3000-CLEANUP,TSTVAL00,3000-CLEANUP,,216,219,0,False,False,False,False,False,False,False,-- Paragraph 3000-CLEANUP: Core business logic CLOSE test-cases
TSTVAL00::9999-ERROR-HANDLER,TSTVAL00,9999-ERROR-HANDLER,,222,225,0,False,False,False,False,False,True,False,-- Paragraph 9999-ERROR-HANDLER: Error handling SET return-code = 12
TSTVAL00::TEST-REPORT,TSTVAL00,TEST-REPORT,,220,221,0,False,False,False,False,False,False,True,-- Paragraph TEST-REPORT: Core business logic -- [paragraph logic]
UTLMNT00::0000-MAIN,UTLMNT00,0000-MAIN,,87,92,0,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic CALL 1000-initialize CALL 2000-process CALL 3000-cleanup
UTLMNT00::1000-INITIALIZE,UTLMNT00,1000-INITIALIZE,,93,96,0,False,False,False,False,False,False,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup CALL 1100-open-files CALL 1200-init-processing
UTLMNT00::1100-OPEN-FILES,UTLMNT00,1100-OPEN-FILES,,97,118,3,False,False,False,False,False,False,False,-- Paragraph 1100-OPEN-FILES: Open files and resources IF WS-CTL-STATUS NOT = '00' THEN CALL 9999-error-handler IF WS-ARCH-STATUS NOT = '00' THEN CALL 9999-error-handler IF WS-REPORT-STATUS NOT = '00' THEN CALL 9999-error-handler
UTLMNT00::1200-INIT-PROCESSING,UTLMNT00,1200-INIT-PROCESSING,,119,121,0,False,False,False,False,False,False,False,-- Paragraph 1200-INIT-PROCESSING: Initialisation and setup -- [paragraph logic]
UTLMNT00::2000-PROCESS,UTLMNT00,2000-PROCESS,,122,129,3,False,False,False,False,False,False,False,-- Paragraph 2000-PROCESS: Main processing logic CALL until READ next record from control-file CALL 2100-process-function
UTLMNT00::2100-PROCESS-FUNCTION,UTLMNT00,2100-PROCESS-FUNCTION,,132,147,9,False,False,False,False,False,False,False,-- Paragraph 2100-PROCESS-FUNCTION: Main processing logic EVALUATE (CTL-FUNCTION) CALL 2200-archive-process CALL 2300-cleanup-process CALL 2400-reorg-process CALL 2500-analyze-process CALL 9999-error-handler
UTLMNT00::2200-ARCHIVE-PROCESS,UTLMNT00,2200-ARCHIVE-PROCESS,,148,153,0,False,False,False,False,False,False,False,-- Paragraph 2200-ARCHIVE-PROCESS: Main processing logic SET ws-vsam-name = ctl-file-name CALL 2210-open-vsam CALL 2220-archive-records CALL 2230-close-vsam
UTLMNT00::2300-CLEANUP-PROCESS,UTLMNT00,2300-CLEANUP-PROCESS,,154,159,1,False,False,False,False,False,False,False,-- Paragraph 2300-CLEANUP-PROCESS: Main processing logic SET ws-vsam-name = ctl-file-name CALL 2310-analyze-space CALL 2320-delete-old CALL 2330-update-catalog
UTLMNT00::2400-REORG-PROCESS,UTLMNT00,2400-REORG-PROCESS,,160,165,1,False,False,False,False,False,False,False,-- Paragraph 2400-REORG-PROCESS: Main processing logic SET ws-vsam-name = ctl-file-name CALL 2410-export-data CALL 2420-delete-define CALL 2430-import-data
UTLMNT00::2500-ANALYZE-PROCESS,UTLMNT00,2500-ANALYZE-PROCESS,,166,170,0,False,False,False,False,False,False,False,-- Paragraph 2500-ANALYZE-PROCESS: Main processing logic SET ws-vsam-name = ctl-file-name CALL 2510-collect-stats CALL 2520-generate-report
UTLMNT00::3000-CLEANUP,UTLMNT00,3000-CLEANUP,,171,173,0,False,False,False,False,False,False,False,-- Paragraph 3000-CLEANUP: Core business logic CLOSE control-file
UTLMNT00::9999-ERROR-HANDLER,UTLMNT00,9999-ERROR-HANDLER,,176,182,1,False,False,False,False,False,True,False,-- Paragraph 9999-ERROR-HANDLER: Error handling INCREMENT ws-error-count BY 1 IF WS-ERROR-COUNT > 100 THEN SET return-code = 12 RETURN to caller
UTLMNT00::END-PERFORM,UTLMNT00,END-PERFORM,,130,131,0,False,False,False,False,False,False,True,-- Paragraph END-PERFORM: Core business logic -- [paragraph logic]
UTLMNT00::REPORT-FILE,UTLMNT00,REPORT-FILE,,174,175,0,False,False,False,False,False,False,True,-- Paragraph REPORT-FILE: Core business logic -- [paragraph logic]
UTLMON00::0000-MAIN,UTLMON00,0000-MAIN,,128,133,0,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic CALL 1000-initialize CALL 2000-process CALL 3000-cleanup
UTLMON00::1000-INITIALIZE,UTLMON00,1000-INITIALIZE,,134,138,1,False,False,False,False,False,False,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup CALL 1100-open-files CALL 1200-init-processing CALL 1300-read-config
UTLMON00::1100-OPEN-FILES,UTLMON00,1100-OPEN-FILES,,139,167,4,False,False,False,False,False,False,False,-- Paragraph 1100-OPEN-FILES: Open files and resources IF WS-CFG-STATUS NOT = '00' THEN CALL 9999-error-handler IF WS-LOG-STATUS NOT = '00' THEN CALL 9999-error-handler IF WS-ALERT-STATUS NOT = '00' THEN CALL 9999-error-handler IF WS-DB2-STATUS NOT = '00' THEN CALL 9999-error-handler
UTLMON00::1200-INIT-PROCESSING,UTLMON00,1200-INIT-PROCESSING,,168,170,0,False,False,False,False,False,False,False,-- Paragraph 1200-INIT-PROCESSING: Initialisation and setup -- [paragraph logic]
UTLMON00::1300-READ-CONFIG,UTLMON00,1300-READ-CONFIG,,171,178,4,False,False,False,False,False,False,False,-- Paragraph 1300-READ-CONFIG: Read input records CALL until READ next record from monitor-config CALL 1310-store-config
UTLMON00::2000-PROCESS,UTLMON00,2000-PROCESS,,181,188,1,False,False,False,False,False,False,False,-- Paragraph 2000-PROCESS: Main processing logic CALL 2100-collect-metrics CALL 2200-check-thresholds CALL 2300-log-status CALL 2400-generate-alerts CALL ILBOABN0 CALL 1200-init-processing
UTLMON00::2100-COLLECT-METRICS,UTLMON00,2100-COLLECT-METRICS,,189,194,0,False,False,False,False,False,False,False,-- Paragraph 2100-COLLECT-METRICS: Core business logic CALL 2110-get-cpu-metrics CALL 2120-get-memory-metrics CALL 2130-get-dasd-metrics CALL 2140-get-db2-metrics
UTLMON00::2200-CHECK-THRESHOLDS,UTLMON00,2200-CHECK-THRESHOLDS,,195,200,0,False,False,False,False,False,False,False,-- Paragraph 2200-CHECK-THRESHOLDS: Core business logic CALL 2210-check-utilization CALL 2220-check-response CALL 2230-check-queues CALL 2240-check-errors
UTLMON00::2300-LOG-STATUS,UTLMON00,2300-LOG-STATUS,,201,205,0,False,False,False,False,False,False,False,-- Paragraph 2300-LOG-STATUS: Core business logic SET log-timestamp = ws-timestamp CALL 2310-log-resources CALL 2320-log-performance
UTLMON00::2400-GENERATE-ALERTS,UTLMON00,2400-GENERATE-ALERTS,,206,211,2,False,False,False,False,False,False,False,-- Paragraph 2400-GENERATE-ALERTS: Core business logic IF THRESHOLD-MET THEN CALL 2410-format-alert CALL 2420-write-alert
UTLMON00::3000-CLEANUP,UTLMON00,3000-CLEANUP,,212,215,0,False,False,False,False,False,False,False,-- Paragraph 3000-CLEANUP: Core business logic CLOSE monitor-config
UTLMON00::9999-ERROR-HANDLER,UTLMON00,9999-ERROR-HANDLER,,218,221,0,False,False,False,False,False,True,False,-- Paragraph 9999-ERROR-HANDLER: Error handling SET return-code = 12
UTLMON00::DB2-STATS,UTLMON00,DB2-STATS,,216,217,0,False,False,False,False,False,False,True,-- Paragraph DB2-STATS: Core business logic -- [paragraph logic]
UTLMON00::END-PERFORM,UTLMON00,END-PERFORM,,179,180,0,False,False,False,False,False,False,True,-- Paragraph END-PERFORM: Core business logic -- [paragraph logic]
UTLVAL00::0000-MAIN,UTLVAL00,0000-MAIN,,96,101,0,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic CALL 1000-initialize CALL 2000-process CALL 3000-cleanup
UTLVAL00::1000-INITIALIZE,UTLVAL00,1000-INITIALIZE,,102,105,0,False,False,False,False,False,False,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup CALL 1100-open-files CALL 1200-init-processing
UTLVAL00::1100-OPEN-FILES,UTLVAL00,1100-OPEN-FILES,,106,134,4,False,False,False,False,False,False,False,-- Paragraph 1100-OPEN-FILES: Open files and resources IF WS-VAL-STATUS NOT = '00' THEN CALL 9999-error-handler IF WS-POS-STATUS NOT = '00' THEN CALL 9999-error-handler IF WS-TRAN-STATUS NOT = '00' THEN CALL 9999-error-handler IF WS-RPT-STATUS NOT = '00' THEN CALL 9999-error-handler
UTLVAL00::1200-INIT-PROCESSING,UTLVAL00,1200-INIT-PROCESSING,,135,137,0,False,False,False,False,False,False,False,-- Paragraph 1200-INIT-PROCESSING: Initialisation and setup -- [paragraph logic]
UTLVAL00::2000-PROCESS,UTLVAL00,2000-PROCESS,,138,145,3,False,False,False,False,False,False,False,-- Paragraph 2000-PROCESS: Main processing logic CALL until READ next record from validation-control CALL 2100-process-validation
UTLVAL00::2100-PROCESS-VALIDATION,UTLVAL00,2100-PROCESS-VALIDATION,,148,163,9,False,False,False,False,False,False,False,-- Paragraph 2100-PROCESS-VALIDATION: Main processing logic EVALUATE (VAL-TYPE) CALL 2200-check-integrity CALL 2300-check-xref CALL 2400-check-format CALL 2500-check-balance CALL 9999-error-handler
UTLVAL00::2200-CHECK-INTEGRITY,UTLVAL00,2200-CHECK-INTEGRITY,,164,167,0,False,False,False,False,False,False,False,-- Paragraph 2200-CHECK-INTEGRITY: Core business logic CALL 2210-check-position-integrity CALL 2220-check-transaction-integrity
UTLVAL00::2300-CHECK-XREF,UTLVAL00,2300-CHECK-XREF,,168,171,0,False,False,False,False,False,False,False,-- Paragraph 2300-CHECK-XREF: Core business logic CALL 2310-check-position-xref CALL 2320-check-transaction-xref
UTLVAL00::2400-CHECK-FORMAT,UTLVAL00,2400-CHECK-FORMAT,,172,175,0,False,False,False,False,False,False,False,-- Paragraph 2400-CHECK-FORMAT: Core business logic CALL 2410-check-position-format CALL 2420-check-transaction-format
UTLVAL00::2500-CHECK-BALANCE,UTLVAL00,2500-CHECK-BALANCE,,176,179,0,False,False,False,False,False,False,False,-- Paragraph 2500-CHECK-BALANCE: Core business logic CALL 2510-accumulate-positions CALL 2520-verify-balances
UTLVAL00::3000-CLEANUP,UTLVAL00,3000-CLEANUP,,180,183,0,False,False,False,False,False,False,False,-- Paragraph 3000-CLEANUP: Core business logic CLOSE validation-control
UTLVAL00::9999-ERROR-HANDLER,UTLVAL00,9999-ERROR-HANDLER,,186,190,1,False,False,False,False,False,False,False,-- Paragraph 9999-ERROR-HANDLER: Error handling INCREMENT ws-records-error BY 1 SET ws-err-desc = ws-error-message WRITE error-record to output
UTLVAL00::END-PERFORM,UTLVAL00,END-PERFORM,,146,147,0,False,False,False,False,False,False,True,-- Paragraph END-PERFORM: Core business logic -- [paragraph logic]
UTLVAL00::ERROR-REPORT,UTLVAL00,ERROR-REPORT,,184,185,0,False,False,False,False,False,False,True,-- Paragraph ERROR-REPORT: Error handling -- [paragraph logic]
